number,meal_type,meal_slot,title,energy_kcal,energy_kj,fibre_g,carbohydrates_g,starch_g,cholesterol_mg,betasitosterol_mg,campesterol_mg,stigmasterol_mg,phytosterols_mg,sugars_total_g,fructose_g,galactose_g,glucose_g,lactose_g,maltose_g,sucrose_g,water_g,protein_g,protein_adjusted_g,alanine_g,arginine_g,aspartic_acid_g,betaine_g,cystine_g,glutamic_acid_g,glycine_g,histidine_g,hydroxyproline_g,isoleucine_g,leucine_g,lysine_g,methionine_g,phenylanine_g,proline_g,serine_g,theonine_g,tryptophan_g,tyrosine_g,valine_g,calcium_mg,phosphorus_mg,potassium_mg,magnesium_mg,sodium_mg,iron_mg,copper_mg,zinc_mg,manganese_mg,selenium_ug,fluoride_mg,ash_g,vitamin_A_iu,vitamin_A_RAE_g,vitamin_A1_retinol_g,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_B5_pantothenic_acid_mg,vitamin_B6_mg,vitamin B12_added_ug,vitamin_B12_ug,folate_DFE_ug,folate_food_ug,folate_total_ug,folic_acid_g,vitamin_C_total_ascorbic_acid_mg,vitiamin_D_IU,vitamin_D2D3_g,vitamin_D2_ergocalciferol_g,vitamin_E_alphatocopherol_mg,vitamin_E_added_mg,tocopherol_beta_mg,tocopherol_delta_mg,tocopherol_gamma_mg,tocotrienol_alpha_mg,tocotrienol_beta_mg,tocotrienol_delta_mg,tocotrienol_gamma_mg,vitamin_K_phylloquinone_ug,vitamin_K2_menaquinone4_g,choline_mg,carotene_alpha_g,carotene_beta_g,lutein_zeaxanthin_g,lycophene_g,fats_total_g,fats_lipid_g,fatty_acids_total_monounsaturated_g,fatty_acids_total_polyunsaturated_g,fatty_acids_total_polyunsaturated150_g,fatty_acids_total_polyunsaturated161c_g,fatty_acids_total_polyunsaturated161t_g,fatty_acids_total_polyunsaturated170_g,fatty_acids_total_polyunsaturated171_g,fatty_acids_total_polyunsaturated181c_g,fatty_acids_total_polyunsaturated182clas_g,fatty_acids_total_polyunsaturated182i_g,fatty_acids_total_polyunsaturated182n6cc_g,fatty_acids_total_polyunsaturated182tnot_g,fatty_acids_total_polyunsaturated182tt_g,fatty_acids_total_polyunsaturated183n6ccc_g,fatty_acids_total_polyunsaturated202n6cc_g,fatty_acids_total_polyunsaturated203_g,fatty_acids_total_polyunsaturated221c_g,fatty_acids_total_polyunsaturated221t_g,fatty_acids_total_polyunsaturated240_g,fatty_acids_total_polyunsaturated241c_g,fatty_acids_total_saturated_g,fatty_acids_total_saturated100_g,fatty_acids_total_saturated120n_g,fatty_acids_total_saturated140_g,fatty_acids_total_saturated141_g,fatty_acids_total_saturated160_g,fatty_acids_total_saturated161_g,fatty_acids_total_saturated180_g,fatty_acids_total_saturated181_g,fatty_acids_total_saturated182_g,fatty_acids_total_saturated183_g,fatty_acids_total_saturated184,fatty_acids_total_saturated200_g,fatty_acids_total_saturated201_g,fatty_acids_total_saturated204_g,fatty_acids_total_saturated205n3_g,fatty_acids_total_saturated220_g,fatty_acids_total_saturated221_g,fatty_acids_total_saturated225n3dpa_g,fatty_acids_total_saturated226n3dha_g,fatty_acids_total_saturated40_g,fatty_acids_total_saturated60_g,fatty_acids_total_saturated80_g,fatty_acids_total_trans_g,fatty_acids_total_transmonoenoic_g,fatty_acids_total_transpolyenoic_g,fatty_acids_total_transpolyenoic130_g,fatty_acids_total_transpolyenoic151_g,fatty_acids_total_transpolyenoic18111_g,fatty_acids_total_transpolyenoic183n3ccc_g,fatty_acids_total_transpolyenoic183i_g,fatty_acids_total_transpolyenoic203n3_g,fatty_acids_total_transpolyenoic203n6,fatty_acids_total_transpolyenoic204n6_g,fatty_acids_total_transpolyenoic215_g,fatty_acids_total_transpolyenoic224_g,alcohol_g,caffeine_mg,theobromine_mg,region,subregion,country,cooktime,preptime,ingredients,approximate_total_cost,individual_ingredient_costs,ingredients_with_quantities,cooking instructions,sports_build_muscle_score,fight_heart_disease_score,fight_diabetes_score,fight_cancer_score,lose_weight_score
13028,recipe,"['side','snack','breakfast']",Buttermilk Irish Soda Bread,678.814,2839.8027,5.6076,86.5499,0,186,0,0,0,0,66.7183,0,0,0.185,0,0,66.5333,40.5875,16.966,0,0.9261,1.9946,1.6563,0.15,0.352,3.2197,0.948,0.4689,0,0.7951,1.3614,0.7986,0.5428,0.9064,0.7438,1.0681,0.7214,0.3175,0.6971,1.026,1091.5547,852.558,321.4933,67.326,2837.4267,3.9351,1.0129,3.4371,0.8924,15.7868,0.55,14.5215,310.2,81.8,80,0.7898,0.5472,3.5925,1.1829,0.1744,0,0.445,82.3,82.3,82.3,0,0,41,1,0,0.525,2839.8027,0.005,0.03,0.25,0.03,0,0,0.005,0.15,0,146.9,0,0,251.5,0,33.555,33.555,12.7052,13.5789,0.004,0.099,0.0015,0.011,0.006,1.694,0.006,0,0.7655,0.006,0,0.006,0.009,0.0115,0,0,0,0,5.5962,0.003,0,0.0885,0.0035,3.6907,0.1869,3.6907,12.4437,13.1699,0.2418,0,0.0015,0.0537,0.094,0,0.002,0,0.0035,0.029,0.002,0,0.002,0.019,0.013,0.006,0,0,0,0.018,0,0.0005,0.0005,0,0,0.0065,0,0,0,European ,Irish ,Irish,70 minutes,15 minutes,"['purpose flour', 'baking powder', 'white sugar', 'salt', 'baking soda', 'egg', 'buttermilk', 'butter']",3.728660124,"['purpose flour', 0.32207175, 'baking powder', 0.2104866, 'white sugar', 0.1014651, 'salt', 0.0056521739105, 'baking soda', 0.0072345, 'egg', 0.27, 'buttermilk', 2.0, 'butter', 0.81175]",,,9,0,5,7,1
13029,recipe,"['side','snack','breakfast']",Irish Soda Bread,1431.58,5991.038,11.7104,304.992,0,30.5,0,0,0,23.104,262.8518,0,0,0,15.4025,0,149.7,295.3188,17.8502,0,0.4488,0.4423,1.1028,1.83,0.1021,2.584,0.3662,0.3635,0,0.6079,1.0752,0.9434,0.3016,0.6134,1.0715,0.7063,0.51,0.1547,0.571,0.7673,1066.518,723.634,1819.374,125.306,2388.488,6.3086,0.8085,2.4094,0.7016,14.989,0,13.4731,542.742,142.712,137.25,0.2048,0.9099,2.639,1.3686,0.6909,0,1.3725,21.54,21.54,21.54,0,8.094,6.1,0.305,0,1.2647,5991.038,0,0,0,0,0,0,0,10.0492,3.05,65.267,1.072,48.954,60.836,2.68,26.2876,26.2876,5.0131,1.4736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1045,0.7333,6.6281,3.1482,0,3.8965,0.0121,3.8965,5.001,1.1735,0.3001,0,0,0,0,0,0,0,0,0,0.2288,0.256,0.6776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,European ,Irish ,Irish,50 minutes,10 minutes,"['purpose flour', 'milk', 'raisin', 'white sugar', 'caraway seed', 'vegetable oil', 'baking powder', 'baking soda', 'salt']",5.532093573,"['purpose flour', 0.32207175, 'milk', 0.40625, 'raisin', 1.4448, 'white sugar', 0.228525, 'caraway seed', 2.953402780007427, 'vegetable oil', 0.049812499499999996, 'baking powder', 0.118584, 'baking soda', 0.0072345, 'salt', 0.001413043477625]",,,11,5,4,8,1
13030,recipe,"['side','snack','breakfast']",Classic Raisin Sweet Soda Bread,1205.897,5046.163,8.1871,199.9198,0,384.2,0,0,0,0,168.536,0,0,0.37,6.161,0,113.1732,197.7408,28.55,0,1.3543,2.3163,2.5262,1.032,0.4842,4.6221,1.1481,0.7,0,1.272,2.1669,1.5339,0.79,1.3745,1.3182,1.7126,1.1075,0.4206,1.0846,1.6317,594.367,840.548,1134.568,104.096,1746.704,4.8913,1.2595,4.4529,1.0567,36.4857,1.1,9.1285,772.815,217.695,214.9,0.7763,1.1101,4.2364,2.468,0.5586,0,1.439,107.025,107.025,107.025,0,2.64,84.44,2.122,0,1.2344,5046.163,0.01,0.06,0.5,0.06,0,0,0.01,3.5535,1.22,320.4035,0,8.54,503,0,39.0789,39.0789,14.181,13.3058,0.008,0.198,0.003,0.022,0.012,3.388,0.012,0,1.531,0.012,0,0.012,0.018,0.023,0,0,0,0,9.0549,0.0975,0.0939,0.4616,0.007,5.6021,0.2766,5.6021,13.8132,12.6306,0.3557,0,0.003,0.0622,0.188,0,0.004,0,0.007,0.058,0.0955,0.0915,0.0955,0.038,0.026,0.012,0,0,0,0.036,0,0.001,0.001,0,0,0.013,0,0,0,European ,Irish ,Irish,45 minutes,15 minutes,"['purpose flour', 'baking powder', 'baking soda', 'white sugar', 'salt', 'butter', 'milk', 'egg', 'raisin', 'white sugar']",2.756216212,"['purpose flour', 0.268393125, 'baking powder', 0.029646, 'baking soda', 0.0072345, 'white sugar', 0.1947033, 'salt', 0.00282608695525, 'butter', 0.8068794999999999, 'milk', 0.1625, 'egg', 0.54, 'raisin', 0.7224, 'white sugar', 0.0216337]",,,13,2,4,8,1
13032,recipe,['main'],Savory Corned Beef Brisket,911.132,3812.156,3.098,20.8948,0,281.232,0,0,0,36.92,6.964,2.064,0,3.152,0,0,1.584,501.5749,96.8907,0,5.7274,6.2181,8.8202,0.16,1.0705,14.6737,5.2017,3.2587,0,4.2845,7.5208,7.9316,2.421,3.7425,4.1876,3.6603,4.167,1.0867,3.1941,4.6583,95.0225,985.676,1802.66,125.4205,368.3965,9.3511,0.4812,20.031,0.5709,77.7464,1.76,5.4774,4.82,0,0,0.5632,0.8341,18.1834,1.8917,2.3194,0,11.0225,62.692,62.692,62.692,0,17.456,0,0,0,2.0161,3812.156,0,0,0,0.064,0,0,0,10.202,0,406.3272,0,2.5,9.28,0,47.2803,47.2803,17.2678,1.3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9154,0.5036,6.392,3.2347,0,8.5654,1.5876,8.5654,15.6348,1.0961,0.1007,0,0,0,0.1361,0,0,0,0,0,0,0.0272,0.4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,European ,Irish ,Irish,375 minutes,15 minutes,"['beef brisket', 'vegetable oil', 'onion', 'garlic', 'water']",28.2473125,"['beef brisket', 27.68, 'vegetable oil', 0.049812499499999996, 'onion', 0.3, 'garlic', 0.21749999999999997, 'water', 0.0]",,,8,5,5,5,1
13035,recipe,"['side','snack','breakfast']",Buttermilk Biscuits (Farls),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258.56,0,0,0,0,0.0092,0,1.6974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,European ,Irish ,Irish,15 minutes,5 minutes,"['purpose flour', 'salt', 'baking soda', 'buttermilk']",1.224775087,"['purpose flour', 0.2147145, 'salt', 0.00282608695525, 'baking soda', 0.0072345, 'buttermilk', 1.0]",,,4,0,2,4,1
13036,recipe,"['side','snack','breakfast']",Classic Homemade Soda Bread,202.966,851.156,0,24.2726,0,24.4,0,0,0,0,24.9087,0,0,0,12.322,0,12.5748,243.2887,7.686,0,0.2611,0.2196,0.6588,1.464,0.0464,1.7275,0.1513,0.2318,0,0.3977,0.7296,0.6442,0.2025,0.3977,0.7588,0.4636,0.327,0.0976,0.388,0.5026,277.634,206.152,322.928,24.698,734.922,0.0884,0.0637,0.9071,0.0267,9.2572,0,2.4908,395.28,112.24,109.8,0.1122,0.4148,0.2172,0.9101,0.0878,0,1.098,12.2,12.2,12.2,0,0,4.88,0.244,0,0.1708,851.156,0,0,0,0,0,0,0,0.732,2.44,34.892,0,17.08,0,0,7.9788,7.9788,1.9813,0.4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5506,0.183,0.1879,0.7247,0,2.0228,0,2.0228,1.9813,0.2928,0.183,0,0,0,0,0,0,0,0,0,0.183,0.183,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,European ,Irish ,Irish,45 minutes,10 minutes,"['milk', 'white vinegar', 'purpose flour', 'white sugar', 'baking soda', 'salt']",0.585275287,"['milk', 0.325, 'white vinegar', 0.01748375, 'purpose flour', 0.2147145, 'white sugar', 0.0216337, 'baking soda', 0.00361725, 'salt', 0.00282608695525]",,,7,2,3,4,1
13037,recipe,"['side','snack','breakfast']",Sweet Raisin Buttermilk Quick Soda Bread,620.932,2598.01,3.3,91.4128,0,186,0,0,0,41.172,74.1664,0,0,0.185,0,0,25.1496,54.8623,9.3306,0,0.3757,0.4187,0.6828,0.15,0.1383,0.887,0.2211,0.161,0,0.3502,0.5667,0.4752,0.1959,0.3516,0.2794,0.4985,0.289,0.0869,0.2611,0.4451,80.437,200.361,696.798,35.721,976.358,2.3644,0.3373,0.9115,0.2691,16.0833,0.55,3.3147,1278.714,310.958,296.576,0.0294,0.4013,0.9862,0.9057,0.354,0,0.4732,26.257,26.257,26.257,0,2.6964,41,1,0,1.4982,2598.01,0.005,0.03,0.25,0.03,0,0,0.005,3.0375,0,156.0575,0,172.02,251.5,0,27.8355,27.8355,12.9273,6.9607,0.004,0.099,0.0015,0.011,0.006,1.694,0.006,0,0.7655,0.006,0,0.006,0.009,0.0115,0,0,0,0,6.397,0.003,0,0.0762,0.0035,3.9291,0.1569,3.9291,12.7474,6.3341,0.4726,0,0.0015,0.0135,0.094,0,0.002,0,0.0035,0.029,0.002,0,0.002,0.019,0.013,0.006,0,0,0,0.018,0,0.0005,0.0005,0,0,0.0065,0,0,0,European ,Irish ,Irish,45 minutes,10 minutes,"['purpose flour', 'baking soda', 'white sugar', 'raisin', 'egg', 'buttermilk', 'margarine']",2.5231654,"['purpose flour', 0.32207175, 'baking soda', 0.00361725, 'white sugar', 0.0432674, 'raisin', 0.7224, 'egg', 0.27, 'buttermilk', 1.0, 'margarine', 0.161809]",,,9,4,2,7,1
13055,recipe,"['side','snack','breakfast']",Classic Unbaked Buttermilk Soda Bread,3.657,15.318,0.0138,1.9113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3542,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.444,151.179,1.38,1.863,1989.96,0.7604,0.0007,0.0007,0.0008,0.023,0,6.3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,European ,Irish ,Irish,25 minutes,15 minutes,"['purpose flour', 'salt', 'baking powder', 'baking soda', 'buttermilk']",2.370217799,"['purpose flour', 0.268393125, 'salt', 0.0056521739105, 'baking powder', 0.088938, 'baking soda', 0.0072345, 'buttermilk', 2.0]",,,5,1,3,5,1
13059,recipe,"['side','snack','breakfast']",Simple Irish Soda Bread with Cheese,390.5067,1636.44,0,23.0499,0,401.7333,0,0,0,0,13.092,0,0,0.37,12.322,0,0,293.4851,30.9127,0,0.9961,1.0396,1.9878,1.764,0.3184,3.4005,0.5833,0.5408,0,1.0687,1.8156,1.5562,0.5825,1.0777,1.2708,1.4346,0.883,0.2646,0.887,1.3606,545.0533,589.6267,620.08,47.0667,1182.8667,3.1565,0.1383,2.9928,0.0378,51.2793,1.1,5.2502,975.5467,282.9067,280.2,0.1655,0.8827,0.3455,2.4431,0.2845,0,2.2813,65.8667,65.8667,65.8667,0,0,86.88,2.244,0,1.2315,1636.44,0.01,0.06,0.5,0.06,0,0,0.01,1.1387,2.44,332.7987,0,20.5467,503,0,18.8221,18.8221,6.0249,2.4364,0.008,0.198,0.003,0.022,0.012,3.388,0.012,0,1.531,0.012,0,0.012,0.018,0.023,0,0,0,0,8.5059,0.2226,0.2252,0.8916,0.007,4.6013,0.2309,4.6013,5.7272,1.8779,0.2505,0,0.003,0.0473,0.188,0,0.004,0,0.007,0.058,0.2302,0.2086,0.2019,0.038,0.026,0.012,0,0,0,0.036,0,0.001,0.001,0,0,0.013,0,0,0,European ,Irish ,Irish,10 minutes,25 minutes,"['egg', 'parmesan cheese', 'purpose flour', 'salt', 'baking soda', 'milk']",2.673369037,"['egg', 0.54, 'parmesan cheese', 1.5872111999999998, 'purpose flour', 0.2147145, 'salt', 0.00282608695525, 'baking soda', 0.00361725, 'milk', 0.325]",,,8,4,6,7,1
13061,recipe,"['side','snack','breakfast']",Buttermilk Wheat Soda Bread,1930.58,8086.304,51.36,365.5175,277.296,24.4,0,0,0,12.92,22.6732,0.24,0,0,12.322,0,10.1112,266.6093,71.094,0,2.6083,3.33,4.1244,350.904,1.3664,22.5019,2.8825,1.9454,0,2.5241,5.04,2.3674,1.2969,3.6713,10.7188,3.4396,2.0886,0.9328,1.708,3.2098,439.004,1918.56,2064.648,682,2631.724,17.3574,2.0296,13.3836,19.5317,305.7368,0,12.6144,438.48,112.24,109.8,2.5218,1.206,24.0108,3.8045,2.0414,0,1.098,223.4,223.4,223.4,0,0,4.88,0.244,0,4.097,8086.304,1.104,0,9.168,1.44,0,0,0.144,13.2112,2.44,184.6792,0,41.08,1056,0,33.5788,33.5788,4.8901,6.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6986,0.6862,6.5799,2.9551,0,5.0924,0,5.0924,4.8421,5.7568,0.5334,0,0,0.048,0,0,0,0,0,0,0.183,0.2102,0.6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,European ,Irish ,Irish,45 minutes,15 minutes,"['purpose flour', 'salt', 'baking soda', 'wheat flour', 'white sugar', 'buttermilk', 'milk', 'vegetable oil']",14.72919342,"['purpose flour', 0.32207175, 'salt', 0.0056521739105, 'baking soda', 0.014469, 'wheat flour', 12.0, 'white sugar', 0.012188, 'buttermilk', 2.0, 'milk', 0.325, 'vegetable oil', 0.049812499499999996]",,,9,2,5,6,1
13064,recipe,"['side','snack','breakfast']",Whole Grain Sweet Butter Bread,1833.87,7676.292,45.7452,360.9246,138.648,0,0,0,0,0,110.1316,1.341,0,1.485,0,0,104.88,39.8721,58.789,0,2.5519,4.3421,4.206,193.254,1.4174,16.2935,2.9878,1.5566,0,2.1507,4.2652,1.9186,1.2149,3.0567,6.3909,2.9072,1.7961,0.9665,1.7355,2.8568,750.64,2103.65,1811.292,619.45,3089.236,16.5294,2.3918,11.9901,16.0174,192.1556,0,16.516,61.8,1.8,0,3.0753,0.9168,16.4865,3.4161,1.2686,0,0,214.38,214.38,214.38,0,0,0,0,0,2.6534,7676.292,0.6272,0.094,4.584,2.7974,0.0752,0,0.072,7.568,0,107.678,0,12,697.2,0,41.4132,41.4132,13.7896,18.0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3143,0,0.0244,0.087,0,4.6199,0.0996,4.6199,13.6144,17.5022,0.5068,0,0,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8896,0,0,European ,Irish ,Irish,60 minutes,15 minutes,"['oat', 'wheat flour', 'brown sugar', 'baking soda', 'baking powder', 'salt', 'butter', 'vanilla extract', 'buttermilk']",10.18565709,"['oat', 0.6540575, 'wheat flour', 6.0, 'brown sugar', 0.34526249999999997, 'baking soda', 0.014469, 'baking powder', 0.059292, 'salt', 0.00282608695525, 'butter', 0.81175, 'vanilla extract', 1.298, 'buttermilk', 1.0]",,,8,0,6,6,1
13071,recipe,"['side','snack','breakfast']",Our Irish Soda Bread,2228.888,9326.112,21.0692,380.5642,0,558,0,0,0,0,296.7502,0,0,0.555,0,0,149.7,155.145,48.6022,0,2.2197,4.3992,3.9771,0.45,0.84,7.2759,2.112,1.0923,0,1.9257,3.2658,2.0532,1.2756,2.1528,1.7436,2.6217,1.7208,0.7185,1.6437,2.481,990.971,1584.811,2554.07,221.067,2079.16,10.6491,2.959,8.3105,2.5592,48.7009,1.65,16.5067,890.4,243.6,240,1.6194,1.7987,10.0489,3.4788,1.2332,0,1.335,195.525,195.525,195.525,0,7.92,123,3,0,1.872,9326.112,0.015,0.09,0.75,0.09,0,0,0.015,9.1125,0,468.1725,0,0,754.5,0,73.0035,73.0035,27.2864,28.4474,0.012,0.297,0.0045,0.033,0.018,5.082,0.018,0,2.2965,0.018,0,0.018,0.027,0.0345,0,0,0,0,13.1291,0.009,0,0.2034,0.0105,8.8162,0.4743,8.8162,26.6399,27.3747,0.5843,0,0.0045,0.1209,0.282,0,0.006,0,0.0105,0.087,0.006,0,0.006,0.057,0.039,0.018,0,0,0,0.054,0,0.0015,0.0015,0,0,0.0195,0,0,0,European ,Irish ,Irish,45 minutes,15 minutes,"['purpose flour', 'white sugar', 'salt', 'baking powder', 'baking soda', 'butter', 'raisin', 'buttermilk', 'egg']",6.830832674,"['purpose flour', 0.429429, 'white sugar', 0.228525, 'salt', 0.0056521739105, 'baking powder', 0.059292, 'baking soda', 0.0072345, 'butter', 1.6235, 'raisin', 2.1672000000000002, 'buttermilk', 1.5, 'egg', 0.81]",,,11,1,4,9,1
13081,recipe,"['side','snack','breakfast']",Buttermilk Quick Bread (Farl),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,European ,Irish ,Irish,16 minutes,5 minutes,"['self rising flour', 'buttermilk', 'purpose flour']",2.069787365,"['self rising flour', 1.062165, 'buttermilk', 1.0, 'purpose flour', 0.00762236475]",,,3,1,-1,3,1
13084,recipe,"['side','snack','breakfast']",Raisin and Caraway Seed Soda Bread,2507.487,10496.555,22.3644,510.8647,0,507.7,0,0,0,5.092,401.0464,0,0,0.37,7.843,0,99.8,319.463,36.2771,0,1.063,1.173,2.0712,1.68,0.3607,3.4332,0.6954,0.5575,0,1.1012,1.9082,1.6136,0.5836,1.0992,1.2864,1.4737,0.9333,0.2799,0.8916,1.376,1138.405,1181.678,4212.557,228.02,2508.599,12.9227,1.9791,4.0124,1.6792,44.1133,1.1,18.7423,1592.421,446.406,438.3,0.1513,1.8332,6.1834,3.3116,1.8872,0,1.373,76.32,76.32,76.32,0,19.317,82,2,0,2.6855,10496.555,0.01,0.06,1.19,0.106,0,0,0.01,21.075,13.8,394.5599,0.536,71.302,542.618,1.34,57.2695,57.2695,14.7956,4.6384,0.4013,0.8742,0.003,0.2704,0.0281,11.3529,0.1983,0,2.5384,0.311,0,0.0258,0.0364,0.0667,0,0,0.0138,0.0023,27.237,0.8761,1.0288,3.7953,0.3152,14.7506,0.8832,14.7506,13.473,3.7694,0.3816,0,0.0651,0.0937,0.2455,0.0138,0.0293,0,0.0323,0.0603,0.0753,0.4669,0.3375,1.8688,1.5578,0.311,0,0,0.3634,0.1924,0,0.0033,0.0033,0,0,0.0153,0,0,0,European ,Irish ,Irish,65 minutes,15 minutes,"['white sugar', 'purpose flour', 'baking powder', 'baking soda', 'salt', 'raisin', 'caraway seed', 'egg', 'buttermilk', 'cream']",9.38793802,"['white sugar', 0.15234999999999999, 'purpose flour', 0.429429, 'baking powder', 0.118584, 'baking soda', 0.0072345, 'salt', 0.0042391304328749995, 'raisin', 4.3344000000000005, 'caraway seed', 1.4767013900037136, 'egg', 0.54, 'buttermilk', 1.25, 'cream', 1.075]",,,12,2,5,10,1
13093,recipe,"['side','snack','breakfast']",Sweet Raisin Breakfast Bread,2617.784,10955.176,13.2736,596.596,0,420.8,0,0,0,0,519.741,0,0,0.37,24.644,0,299.4,557.5254,39.119,0,1.2572,1.2592,2.6466,3.228,0.3647,5.128,0.7346,0.7726,0,1.4664,2.5451,2.2003,0.785,1.4754,2.0297,1.8982,1.2099,0.3622,1.2749,1.8633,2947.708,1793.708,3257.32,186.236,4295.24,12.0088,1.4166,4.1853,1.0799,52.9396,1.1,34.604,1330.56,384.48,379.6,0.2909,1.969,4.2779,3.8152,1.4116,0,3.086,81.3,81.3,81.3,0,10.56,91.76,2.488,0,1.7876,10955.176,0.01,0.06,0.5,0.06,0,0,0.01,13.314,4.88,400.214,0,34.16,503,0,26.9856,26.9856,7.6833,3.3081,0.008,0.198,0.003,0.022,0.012,3.388,0.012,0,1.531,0.012,0,0.012,0.018,0.023,0,0,0,0,12.7255,0.372,0.3758,1.4956,0.007,6.7022,0.201,6.7022,7.4363,2.4838,0.5163,0,0.003,0.027,0.188,0,0.004,0,0.007,0.058,0.37,0.366,0.37,0.038,0.026,0.012,0,0,0,0.036,0,0.001,0.001,0,0,0.013,0,0,0,European ,Irish ,Irish,60 minutes,15 minutes,"['purpose flour', 'white sugar', 'baking powder', 'egg', 'milk', 'raisin']",5.634593526,"['purpose flour', 0.53678625, 'white sugar', 0.45705, 'baking powder', 0.5611572756, 'egg', 0.54, 'milk', 0.65, 'raisin', 2.8896]",,,9,4,2,6,1
13094,recipe,"['side','snack','breakfast']",Brown Irish Soda Bread,2203.65,9226.32,59.4733,465.571,277.296,0,0,0,0,0,2.847,0.24,0,0,0,0,1.728,71.9167,85.2413,0,3.1218,4.0811,4.6225,355.5813,1.869,27.7001,3.5896,2.1901,0,2.944,5.8753,2.2778,1.4871,4.3678,12.198,4.0495,2.3573,1.1306,1.9787,3.697,201.9233,2076.4767,2056.7467,765.4833,1272.1533,20.2081,2.3436,14.619,22.3707,365.2009,0,10.8308,45.94,0,0,2.8858,0.9431,25.4563,3.9626,2.056,0,0,272.7033,272.7033,272.7033,0,0,0,0,0,4.2725,9226.32,1.1291,0.0313,9.168,2.1325,0.0251,0,0.144,10.5337,0,174.0973,0,25.37,1220.63,0,16.4769,16.4769,2.2947,7.4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8144,0,0.0081,0.0064,0,2.6201,0.0112,2.6201,2.2355,7.0137,0.4472,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,European ,Irish ,Irish,45 minutes,10 minutes,"['wheat flour', 'bread flour', 'oat', 'baking soda', 'salt', 'buttermilk']",15.86276329,"['wheat flour', 12.0, 'bread flour', 1.1320754718, 'oat', 0.21780114750000001, 'baking soda', 0.0072345, 'salt', 0.0056521739105, 'buttermilk', 2.5]",,,5,1,3,5,1
