Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g)
butter,2,cups,,2736.0,125.712,85.488,230.4
milk,4,cups,,595.36,46.6528,30.744,31.9152
purpose flour,12,cups,,-,-,-,-
white sugar,1 1/2,cups,,1161.0,299.94,0.0,0.0
cocoa powder,1,cup,unsweetened,196.08,49.794,16.855999999999998,11.782
baking soda,2 1/2,teaspoons,,0.0,0.0,0.0,0.0
cinnamon,1,teaspoon,ground,-,-,-,-
nutmeg,1,teaspoon,ground,11.55,1.0844,0.1285,0.7988
clove,1,teaspoon,ground,5.754,1.3761,0.1254,0.273
chocolate chip,3 1/2,cups,semisweet,-,-,-,-
walnut,2,cups,chopped,3854.24,0.0,0.0,436.0
