Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g)
butter,1,cup,,1368.0,62.856,42.744,115.2
sugar,2,cups,,1611.96,403.19199999999995,0.0,0.0
egg yolk,6,,,328.44,3.6618,16.1772,27.0708
purpose flour,3,cups,,-,-,-,-
baking powder,4,teaspoons,,9.752,5.0968,0.0,0.0
cinnamon,2,teaspoons,ground,-,-,-,-
nutmeg,1,teaspoon,,11.55,1.0844,0.1285,0.7988
clove,1,teaspoon,ground,5.754,1.3761,0.1254,0.273
milk,1,cup,,148.84,11.6632,7.686,7.9788
raisin,2,cups,,996.6,262.416,11.187000000000001,1.518
coconut,2,cups,flaked,566.4,24.368000000000002,5.327999999999999,53.583999999999996
pecan,1,cup,chopped,286.3467,53.663999999999994,5.8933,6.032
egg white,6,,,102.96,1.4454,21.581999999999997,0.3366
sugar,2,cups,,1611.96,403.19199999999995,0.0,0.0
purpose flour,1/4,cup,,-,-,-,-
water,1 1/2,cups,,0.0,0.0,0.0,0.0
lemon,2,,peeled seeded,2.5617,0.8233,0.0972,0.0265
orange,2,,peeled seeded,3.525,0.8812,0.0705,0.009000000000000001
coconut,2,cups,flaked,566.4,24.368000000000002,5.327999999999999,53.583999999999996
