Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g)
yeast,1,tablespoon,,33.3,3.6756,4.2984,0.162
water,1/4,cup,,0.0,0.0,0.0,0.0
lemon,1,,juiced zested,1.2808,0.4116,0.0486,0.0132
milk,1,cup,,148.84,11.6632,7.686,7.9788
margarine,1/2,cup,softened,811.0319999999999,1.0152,1.0152,90.804
salt,1,teaspoon,,-,-,-,-
white sugar,1/2,cup,,387.0,99.98,0.0,0.0
egg,2,,beaten,143.0,0.72,12.56,9.51
purpose flour,4 1/2,cups,,-,-,-,-
cinnamon,2,teaspoons,ground,-,-,-,-
white sugar,1/4,cup,,387.0,99.98,0.0,0.0
pecan,3/4,cup,chopped,214.76,40.248000000000005,4.42,4.524
vanilla extract,1/4,teaspoon,,3.0239999999999996,0.1328,0.0006,0.0006
confectioner sugar,1,cup,,-,-,-,-
