Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g)
purpose flour,2,cups,,-,-,-,-
water,2,cups,,0.0,0.0,0.0,0.0
egg,6,,,429.0,2.16,37.68,28.53
salt,1/4,teaspoon,,-,-,-,-
