Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g)
self rising flour,2,cups,,-,-,-,-
white sugar,2,tablespoons,,97.524,25.195,0.0,0.0
milk,1,cup,,148.84,11.6632,7.686,7.9788
mayonnaise,1/3,cup,,279.1733,0.0,0.2861,30.9333
