Step,Instruction
1," Heat olive oil in a skillet over medium heat. Add the garlic and jalapeno pepper to the hot oil and cook, stirring, until fragrant, about 5 minutes; then add the heavy cream and bring to a simmer. Reduce heat to low. Mix in the Parmesan cheese and rosemary, and continue cooking until the cheese has fully melted, about 5 more minutes. Season with salt and pepper before serving."
